8.02279 8.32859 -19.9425 0.10093 -0.0432711 -0.0396352 
-2.66444 -0.422953 1.09217 0.305566 -0.183411 -0.0245875 
1.11788 -0.454085 0.170953 0.599173 -0.679454 -0.0329107 
-0.289794 2.03251 -1.80381 0.156392 0.457261 0.0866186 
0.135782 -0.610244 0.635049 -0.260585 -0.414265 -0.125319 
0.163378 0.872024 0.100271 0.668327 -0.187194 -0.162431 
-0.677217 -0.153604 0.450449 0.177894 0.214944 0.609695 
0.623968 -0.563809 2.29917 -0.209897 0.203189 -0.369288 
-0.849737 1.01245 -0.422642 -0.150126 -0.380604 0.460231 
0.144813 -1.65229 0.507622 0.230288 0.016915 -0.272291 
0.164177 -0.669148 1.11191 -0.0617635 0.514878 0.0338904 
2.49646 1.16517 -0.280422 -0.299215 0.0682429 0.240043 
0.207422 0.742159 -0.00931453 -0.182555 -0.0859974 0.285794 
0.426371 -1.00934 0.301056 -0.548527 0.267386 -0.355847 
0.637011 0.897973 0.320354 0.124896 0.17685 0.352431 
-0.207171 0.218118 -0.566424 0.0810139 -0.06447 -0.372703 
2.06587 0.516583 -0.669911 0.156285 0.204204 0.321918 
0.951271 -0.554007 0.757362 0.0999034 0.418836 -0.268048 
0.150385 0.224319 0.37831 0.305351 -0.141321 0.342611 
-0.779769 -0.778279 -1.01651 -0.157563 -0.377424 0.368315 
0.0482313 -1.0242 -0.519473 -0.0336691 0.117232 -0.199091 
-0.185462 0.0526048 0.63133 0.66331 0.356666 0.228939 
-0.404506 0.0996086 1.85609 0.343 -0.299763 -0.00280239 
-0.755215 0.981417 0.610394 0.321628 0.327856 -0.0716467 
4.7681 -1.46114 2.00307 0.00838368 0.0903151 -0.0962045 
0.948151 2.42379 -0.226268 0.118349 0.0382165 0.481734 
0.731763 -0.803012 -0.163955 0.331333 0.168099 -0.159756 
0.240201 -0.175211 -0.199972 0.542741 0.0795715 0.333559 
-0.853786 -0.357765 1.02549 0.0277673 0.1449 0.726579 
0.0408123 -0.16929 -0.28756 -0.63132 -0.165141 0.286839 
2.07355 1.18889 1.93893 0.111502 -0.126331 0.0819963 
0.174912 0.395228 -0.144134 0.301881 0.361569 -0.433937 
0.281592 1.36623 0.0958955 0.44699 0.0250576 0.158335 
